OrderId,OrderItemId,TYPE,ITEM,PERIOD,DETAILS,STORAGE,ITEM_DESC
50057,5,BAKERY,Cakes,30.0,,SHELF, fruit cake
50057,6,VEGETABLES,Herbs,60.0,,FROZEN, fresh
50057,7,DIARY,Cream,30.0,,REFRIGERATED," whipping, ultrapasteurized"
50057,8,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,
50057,9,SHELF_ITEM,Syrup,30.0,unopened,SHELF, pancake
50057,10,SOY,Soy or rice beverage,90.0,unopened,SHELF, shelf stable
50057,11,BAKING,Baking powder,180.0,unopened,SHELF,
50057,12,SHELF_ITEM,Tapioca,30.0,opened,SHELF,
50057,13,FROZEN_ITEM,Soy meat substitutes,4.0,,THAWED,
50058,1,BAKERY,Pies,60.0,,FROZEN, pumpkin
50058,2,VEGETABLES,Eggplant,240.0,,FROZEN,
50058,3,PROCESSED_MEAT,Sausage,2.0,,REFRIGERATED," raw, bulk type"
50058,4,FRUIT,Berries,120.0,,FROZEN, cherries
50058,5,PROCESSED_MEAT,Sausage,2.0,,REFRIGERATED," raw, bulk type"
50058,6,SHELLFISH,Cooked shellfish,90.0,,FROZEN, all
50058,7,DIARY,Buttermilk,14.0,,REFRIGERATED,
50058,8,BAKERY,Rolls,0.08333333333333333,,SHELF," filled, meat or vegetables"
50058,9,SHELF_ITEM,Jerky,60.0,opened,SHELF, homemade
50058,10,FRUIT,Coconuts,21.0,fresh,REFRIGERATED,
50058,11,FRUIT,Melons,2.0,,SHELF,
50059,1,FISH,Lean fish (cod,2.0,,REFRIGERATED," flounder, haddock, halibut, sole, etc.)"
50059,2,SHELF_ITEM,Herbs,730.0,unopened,SHELF, dried
50059,3,SHELF_ITEM,Jerky,30.0,unopened,SHELF, commercially dried
50059,4,DIARY,Parmesan,30.0,opened,REFRIGERATED, shredded
50059,5,SOY,Miso,90.0,,REFRIGERATED,
50059,6,DELI_ITEM,Main dishes or meals,4.0,,REFRIGERATED, hot or refrigerated
50059,7,SOY,Soy or rice beverage,730.0,unopened,SHELF, Textured soy protein (TSP)
50059,8,DIARY,Cheese,180.0,unopened,REFRIGERATED," hard (such as cheddar,  swiss, block parmesan)"
50059,9,BAKING,Cocoa and Cocoa Mixes,365.0,opened,SHELF,
50059,10,PROCESSED_MEAT,Ham,60.0,,FROZEN," fully cooked, whole"
50059,11,CONDIMENTS,Chutney,30.0,unopened,SHELF,
50060,1,CONDIMENTS,Ketchup,30.0,opened,SHELF, Cocktail or Chili sauce
50060,2,FRESH_MEAT,Variety meats (liver,120.0,,FROZEN," tongue, chitterlings, etc.)"
50060,3,DELI_ITEM,Cheese,28.0,,REFRIGERATED," store-sliced, hard cheese such as cheddar or swiss"
50060,4,VEGETABLES,Brussels sprouts,30.0,,FROZEN,
50060,5,BAKING,Flour,30.0,unopened,SHELF, white
50060,6,FROZEN_ITEM,Fruit such as berries,5.0,,THAWED, melons
50060,7,SHELF_ITEM,Rice,180.0,opened,REFRIGERATED, white or wild
50060,8,DIARY,Yogurt,1.0,,REFRIGERATED,
50060,9,SHELF_ITEM,Oils,180.0,unopened,SHELF, olive or vegetable
50060,10,SHELF_ITEM,Marshmallows,120.0,unopened,SHELF, marshmallow creme
50060,11,PROCESSED_MEAT,Corned beef,30.0,,FROZEN, in pouch with pickling juices
50060,12,VEGETABLES,Onions,30.0,,FROZEN, dry
50061,1,SOY,Soy or rice beverage,120.0,opened,SHELF, soy beverage powders
50061,2,COOKIES,Cookies,30.0,opened,FROZEN, packaged
50061,3,CONDIMENTS,Salad Dressings,30.0,unopened,SHELF," commercial, bottled"
50061,4,SHELF_ITEM,Coffee,14.0,opened,REFRIGERATED," instant, jars and tins"
50061,5,CONDIMENTS,Pickles,14.0,opened,REFRIGERATED,
50061,6,SHELF_ITEM,Fruits,180.0,opened,REFRIGERATED, dried
50061,7,SHELF_ITEM,Baby food,234.96,unopened,SHELF," cereal, dry mixes"
50061,8,FRESH_MEAT,Cooked meats (after home cooking),90.0,,FROZEN,
50061,9,SHELF_ITEM,Jams,30.0,unopened,SHELF," jellies, preserves"
50061,10,SHELF_ITEM,Water,730.0,unopened,SHELF, bottled
50061,11,DELI_ITEM,Cheese,180.0,,FROZEN," store-sliced, hard cheese such as cheddar or swiss"
50061,12,FRESH_POULTRY,Giblets,120.0,,FROZEN,
50061,13,BAKING,Cornmeal,30.0,unopened,SHELF, stone ground or blue
50061,14,SHELF_ITEM,Potato chips,14.0,opened,SHELF,
50061,15,CONDIMENTS,Mayonnaise,60.0,opened,REFRIGERATED, commercial
50061,16,SHELF_ITEM,Tomatoes,270.0,unopened,SHELF," sun dried, packed in cellophane"
50062,1,SOY,Tofu,7.0,,REFRIGERATED,
50062,2,VEGETABLES,Radishes,1.0,,REFRIGERATED,
50062,3,CONDIMENTS,Mustard,30.0,opened,REFRIGERATED,
50062,4,VEGETABLES,Asparagus,4.0,,REFRIGERATED,
50062,5,FROZEN_ITEM,Topping,180.0,,FROZEN, whipped
50062,6,SHELF_ITEM,Pasta,730.0,unopened,SHELF," dry, without eggs"
50062,7,FROZEN_ITEM,Sherbet,120.0,,FROZEN, sorbet
50062,8,DIARY,Eggs,35.0,,REFRIGERATED, in shell
50062,9,FRUIT,Bananas,30.0,Whole peeled,FROZEN,
50062,10,FRESH_POULTRY,Duckling or goose,180.0,,FROZEN, whole
50062,11,VEGETABLES,Tomatoes,38.6,,SHELF,
50062,12,SHELF_ITEM,Rice,180.0,opened,REFRIGERATED, brown
50063,1,FISH,Lean fish (cod,2.0,,REFRIGERATED," flounder, haddock, halibut, sole, etc.)"
50063,2,DIARY,Cheese,180.0,,FROZEN," hard (such as cheddar,  swiss, block parmesan)"
50063,3,BAKING,Cornstarch,30.0,unopened,SHELF,
50063,4,FROZEN_ITEM,Ice cream,120.0,,FROZEN,
50063,5,SHELF_ITEM,Herbs,730.0,unopened,SHELF, dried
50063,6,VEGETABLES,Leeks,30.0,,FROZEN,
50063,7,BAKERY,Cakes,30.0,,SHELF, fruit cake
50063,8,SHELF_ITEM,Coffee,30.0,unopened,SHELF," instant, jars and tins"
50063,9,VEGETABLES,Potatoes,14.0,,REFRIGERATED,
50063,10,COOKIES,Cookies,30.0,opened,FROZEN, packaged
50063,11,SHELF_ITEM,Soup mixes,30.0,opened,SHELF, dry bouillon
50063,12,FROZEN_ITEM,Bread Dough,57.15,,FROZEN, commercial
50063,13,SHELF_ITEM,Gravy,2.0,opened,REFRIGERATED, dry gravy mixes
50063,14,FROZEN_ITEM,Soy crumbles and hotdogs,270.0,,FROZEN,
50050,1,SOY,Miso,90.0,,REFRIGERATED,
50050,2,BAKING,Cornmeal,30.0,unopened,SHELF, stone ground or blue
50050,4,BAKERY,Cookies,30.0,,FROZEN, bakery or homemade
50050,5,SOY,Soy or rice beverage,4.0,opened,REFRIGERATED, Re-hydrated TSP
50050,6,VEGETABLES,Onions,60.0,,REFRIGERATED, dry
50050,7,BAKERY,Cakes,120.0,,FROZEN, chocolate
50050,8,DELI_ITEM,Pudding,50.73,unopened,REFRIGERATED,
50050,9,SHELF_ITEM,Baby food,234.96,unopened,SHELF," jars or cans, fruits & vegetables"
50050,10,VEGETABLES,Beans,4.0,,REFRIGERATED, green or wax
50050,11,BAKERY,Pies,7.0,,REFRIGERATED, fruit
50050,12,PROCESSED_MEAT,Corned beef,30.0,,FROZEN, in pouch with pickling juices
50050,13,BAKERY,Doughnuts,7.0,G,REFRIGERATED, glazed or cake
50050,14,SHELF_ITEM,Yeast,234.96,unopened,SHELF," dry, packets and jars"
50050,15,FROZEN_ITEM,Topping,14.0,,THAWED, whipped
50051,1,SHELF_ITEM,Peanut butter,90.0,opened,SHELF, commercial
50051,2,DELI_ITEM,Side dishes such as cooked vegetables,4.0,,REFRIGERATED, rice or potatoes
50051,3,SHELF_ITEM,Baby food,3.0,opened,REFRIGERATED," jars or cans, fruits & vegetables"
50051,4,SHELLFISH,Crab meat,120.0,,FROZEN, fresh
50051,5,VEGETABLES,Ginger Root,30.0,,FROZEN,
50051,6,BAKERY,Pies,0.08333333333333333,,SHELF, pumpkin
50051,7,VEGETABLES,Spinach,30.0,,FROZEN,
50051,9,BAKERY,Rolls,60.0,,FROZEN," yeast, partially baked"
50051,10,SHELF_ITEM,Vinegar,30.0,opened,SHELF,
50051,11,SHELF_ITEM,Baby food,234.96,unopened,SHELF," jars or cans, fruits & vegetables"
50051,12,DIARY,Milk,90.0,,FROZEN, plain or flavored
50051,13,DOUGH,Cookie dough,60.0,,FROZEN,
50051,14,BAKERY,Pies,60.0,,FROZEN, pumpkin
50051,15,VEGETABLES,Corn on the cob,2.0,,REFRIGERATED,
50052,1,SOY,Miso,90.0,,REFRIGERATED,
50052,2,SMOKEDFISH,Salmon,8.0,,REFRIGERATED," whitefish, cold-smoked"
50052,3,DELI_ITEM,Meats covered with gravy or broth,2.0,,REFRIGERATED,
50052,4,SHELLFISH,Shrimp,2.0,,REFRIGERATED," scallops, crayfish, squid"
50052,5,SHELF_ITEM,Soda such as carbonated cola drinks,3.0,opened,REFRIGERATED," mixers: regular sodas, bottles"
50052,7,CONDIMENTS,Barbecue sauce,30.0,opened,SHELF, bottled
50052,8,BEVERAGES,Juice in cartons,30.0,,FROZEN," fruit drinks, punch"
50052,10,FRUIT,Berries,120.0,,FROZEN, cherries
50052,11,SHELF_ITEM,Pectin,30.0,opened,SHELF,
50052,12,SHELF_ITEM,Shortening,240.0,unopened,SHELF, solid
50052,13,BAKERY,Rolls,60.0,,FROZEN," filled, meat or vegetables"
50052,14,DIARY,Butter,90.0,,REFRIGERATED,
50052,15,BAKING,Baking powder,90.0,opened,SHELF,
50052,16,VEGETABLES,Squash,14.0,,REFRIGERATED, winter
50052,17,DELI_ITEM,Cheesecake,7.0,,REFRIGERATED,
50053,1,BAKERY,Doughnuts,30.0,,FROZEN, glazed or cake
50053,2,BAKERY,Cakes,60.0,,FROZEN, angel food
50053,3,BAKERY,Cakes,60.0,,FROZEN, angel food
50053,4,CONDIMENTS,Mayonnaise,60.0,opened,REFRIGERATED, commercial
50053,5,SHELF_ITEM,Coffee,7.0,opened,SHELF," non-vacuum bag ground, in cans"
50053,6,FROZEN_ITEM,Sausages,60.0,,FROZEN, uncooked
50053,7,SHELLFISH,Shucked clams,2.0,,REFRIGERATED, mussels and oysters
50053,8,FROZEN_ITEM,Bagels,14.0,,THAWED,
50053,9,FROZEN_ITEM,Burritos,60.0,,FROZEN, sandwiches
50053,10,SHELF_ITEM,Bacon Bits,120.0,unopened,SHELF, Imitation
50053,11,SHELF_ITEM,Yeast,234.96,unopened,SHELF," dry, packets and jars"
50053,12,SMOKEDFISH,Salmon,38.24,,REFRIGERATED," whitefish, hot smoked"
50053,13,VEGETABLES,Carrots,30.0,,FROZEN, parsnips
50053,14,DOUGH,Ready-to-bake pie crust,60.0,,REFRIGERATED,
50053,15,SHELF_ITEM,Water,90.0,opened,SHELF, bottled
50053,16,DELI_ITEM,Chicken,4.0,,REFRIGERATED, rotisserie or fried
50054,1,BAKERY,Pies,7.0,,REFRIGERATED, fruit
50054,2,FRESH_MEAT,Ground meat,120.0,,FROZEN,
50054,3,SHELF_ITEM,Pasta,365.0,opened,SHELF," dry, without eggs"
50054,4,SHELF_ITEM,Soda such as carbonated cola drinks,270.0,unopened,SHELF," mixers: regular sodas, cans"
50054,5,SHELF_ITEM,Soda such as carbonated cola drinks,7.0,opened,SHELF," mixers: diet sodas, bottles or cans"
50054,6,CONDIMENTS,Pickles,30.0,unopened,SHELF,
50054,7,FROZEN_ITEM,Fish,2.0,,THAWED, raw
50054,8,SHELF_ITEM,Bacon Bits,120.0,opened,SHELF, Imitation
50054,9,SMOKEDFISH,Salmon,38.24,,REFRIGERATED," whitefish, hot smoked"
50054,10,FRUIT,Peaches,4.0,,REFRIGERATED, nectarines
50054,11,PROCESSED_POULTRY,Pieces covered with broth or gravy,180.0,,FROZEN,
50054,12,CONDIMENTS,Olives,14.0,opened,REFRIGERATED, black and green
50054,13,SHELF_ITEM,Marshmallows,120.0,unopened,SHELF, marshmallow creme
50054,14,SOY,Soy or rice beverage,1.0,,REFRIGERATED, refrigerated
50054,15,BAKERY,Pastries,7.0,,REFRIGERATED, danish
50055,1,FROZEN_ITEM,Pancakes,4.0,,THAWED, Waffles
50055,2,VEGETABLES,Celery,14.0,,REFRIGERATED,
50055,3,PROCESSED_MEAT,Sausage,60.0,,FROZEN," smoked links, patties"
50055,4,BAKING,Frosting,90.0,opened,SHELF, canned
50055,5,SHELF_ITEM,Coffee,120.0,,FROZEN, whole beans
50055,6,DELI_ITEM,Chicken,120.0,,FROZEN, rotisserie or fried
50055,7,VEGETABLES,Eggplant,4.0,,REFRIGERATED,
50055,8,FISH,Surimi seafood,55.98,,REFRIGERATED,
50055,9,SHELLFISH,Cooked shellfish,90.0,,FROZEN, all
50055,10,DIARY,Sour cream,2.0,,REFRIGERATED,
50055,11,BAKING,Cocoa and Cocoa Mixes,119.17,unopened,SHELF,
50055,12,SHELF_ITEM,Sauce mixes,234.96,opened,SHELF," nondairy (spaghetti, taco, etc.)"
50055,13,DIARY,Egg substitutes,1.0,unopened,REFRIGERATED, liquid
50055,15,DIARY,Margarine,30.0,,FROZEN,
50055,16,SOY,Soy or rice beverage,90.0,unopened,SHELF, shelf stable
50055,17,BEVERAGES,Juice in cartons,30.0,,FROZEN," fruit drinks, punch"
50056,1,CONDIMENTS,Barbecue sauce,120.0,opened,REFRIGERATED, bottled
50056,2,BAKERY,Cookies,21.0,,SHELF, bakery or homemade
50056,4,BAKERY,Cookies,30.0,,FROZEN, bakery or homemade
50056,5,FRESH_MEAT,Beef,5.0,,REFRIGERATED," lamb, pork or veal chops, steaks,roasts"
50056,6,BAKERY,Rolls,7.0,,REFRIGERATED," yeast, partially baked"
50056,7,SHELF_ITEM,Nuts,180.0,opened,REFRIGERATED, jars or cans
50056,8,SMOKEDFISH,Salmon,38.24,,REFRIGERATED," whitefish, hot smoked"
50056,9,FRUIT,Peaches,4.0,,REFRIGERATED, nectarines
50056,10,CONDIMENTS,Mayonnaise,90.0,unopened,SHELF, commercial
50056,11,FROZEN_ITEM,Topping,14.0,,THAWED, whipped
50056,12,CONDIMENTS,Barbecue sauce,120.0,opened,REFRIGERATED, bottled
50056,13,DELI_ITEM,Fruit,50.73,unopened,REFRIGERATED, cut
50056,15,FRUIT,Bananas,2.0,skin will blacken,REFRIGERATED,
50056,16,VEGETABLES,Bok choy,3.0,,REFRIGERATED,
50056,17,DELI_ITEM,Olives,14.0,,REFRIGERATED,
50056,18,SHELF_ITEM,Dry egg noodles,60.0,opened,SHELF,
50057,1,FROZEN_ITEM,Soy crumbles and hotdogs,4.0,,THAWED,
50057,2,FRUIT,Peaches,32.03,,SHELF, nectarines
50057,3,DELI_ITEM,Pate,2.0,,REFRIGERATED,
50057,4,PASTA,Pasta,15.38,,REFRIGERATED, fresh
50057,5,SHELF_ITEM,Tea,30.0,opened,SHELF, instant
50057,6,VEGETABLES,Eggplant,240.0,,FROZEN,
50057,7,FROZEN_ITEM,Sausages,60.0,,FROZEN, precooked
50057,8,BAKERY,Rolls,60.0,,FROZEN," filled, meat or vegetables"
50057,9,PESTO,Pesto or Sala,28.65,unopened,REFRIGERATED,
50057,10,SHELF_ITEM,Pectin,30.0,opened,SHELF,
50058,1,DIARY,Cream,4.0,,REFRIGERATED, half-and-half
50058,2,SHELF_ITEM,Fruits,180.0,unopened,SHELF, dried
50058,3,FROZEN_ITEM,TV Dinners,90.0,,FROZEN," entrees,  breakfast"
50058,4,SHELF_ITEM,Yeast,234.96,unopened,SHELF," dry, packets and jars"
50058,5,CONDIMENTS,Mustard,30.0,opened,REFRIGERATED,
50058,6,SHELF_ITEM,Pudding mixes,30.0,unopened,SHELF,
50058,7,CONDIMENTS,Barbecue sauce,30.0,unopened,SHELF, bottled
50058,8,FRUIT,Grapes,30.0,Whole,FROZEN,
50058,9,VEGETABLES,Peppers,240.0,,FROZEN, bell or chile
50058,10,BAKERY,Bread,120.0,,FROZEN," flat (tortillas, pita)"
50058,11,VEGETABLES,Cauliflower,30.0,,FROZEN,
50059,1,SHELLFISH,Crab meat,120.0,,FROZEN, pasteurized
50059,3,SHELF_ITEM,Dry egg noodles,730.0,unopened,SHELF,
50059,4,BAKING,Cornmeal,30.0,unopened,SHELF," regular, degerminated"
50059,5,DIARY,Cream,4.0,,REFRIGERATED, half-and-half
50059,6,FROZEN_ITEM,Pancakes,60.0,,FROZEN, Waffles
50059,7,PROCESSED_MEAT,Hot dogs,60.0,,FROZEN, sealed in package
50059,8,SHELF_ITEM,Garlic,240.0,unopened,SHELF, commercial jars
50059,9,SHELLFISH,Lobster tails,2.0,,REFRIGERATED,
50059,10,BAKERY,Rolls,4.0,,REFRIGERATED," filled, meat or vegetables"
50059,11,FROZEN_ITEM,Egg substitutes,30.0,,FROZEN,
50059,12,FROZEN_ITEM,Egg substitutes,30.0,,FROZEN,
50059,13,SHELF_ITEM,Bacon Bits,234.96,opened,REFRIGERATED, Imitation
50059,14,VEGETABLES,Tomatoes,38.6,,SHELF,
50059,15,SHELF_ITEM,Spices,1460.0,opened,SHELF, whole
50059,16,BAKERY,Cakes,30.0,,FROZEN, fruit cake
50059,17,VEGETABLES,Beans,240.0,,FROZEN, green or wax
50060,1,DELI_ITEM,Side dishes such as cooked vegetables,4.0,,REFRIGERATED, rice or potatoes
50060,2,PROCESSED_MEAT,Ham,60.0,,FROZEN, cook before eating
50060,3,BAKING,Frosting,7.0,opened,REFRIGERATED, canned
50060,4,CONDIMENTS,Horseradish,30.0,unopened,SHELF, in jar
50060,5,DOUGH,Ready-to-bake pie crust,60.0,,FROZEN,
50060,6,SHELF_ITEM,Tea,730.0,unopened,SHELF, loose
50060,7,BAKERY,Pies,240.0,,FROZEN, fruit
50060,8,FRUIT,Apples,21.0,,REFRIGERATED,
50060,9,SHELF_ITEM,Soda such as carbonated cola drinks,14.0,opened,SHELF," mixers: regular sodas, bottles"
50060,10,CRACKERS,Crackers,120.0,opened,REFRIGERATED,
50060,11,SHELF_ITEM,Canned goods,1825.0,unopened,SHELF," low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)"
50061,2,VEGETABLES,Celery,14.0,,REFRIGERATED,
50061,3,VEGETABLES,Mushrooms,30.0,,FROZEN,
50061,4,SHELLFISH,Crab legs,5.0,,REFRIGERATED," king, dungeness, snow"
50061,5,SOY,Soy or rice beverage,90.0,unopened,SHELF, shelf stable
50061,6,DIARY,Pudding,2.0,opened,REFRIGERATED,
50061,7,SHELLFISH,Lobster tails,2.0,,REFRIGERATED,
50061,8,DIARY,Dips,14.0,,REFRIGERATED, sour cream based
50061,9,SHELF_ITEM,Milk,5.0,opened,REFRIGERATED, canned evaporated
50061,10,VEGETABLES,Onions,21.0,,SHELF, dry
50061,11,CONDIMENTS,Salsa,30.0,opened,REFRIGERATED, picante & taco sauces
50062,1,VEGETABLES,Eggplant,1.0,,SHELF,
50062,2,FISH,Lean fish (pollock,120.0,,FROZEN," ocean perch, rockfish, sea trout)"
50062,3,BAKERY,Rolls,7.0,,REFRIGERATED," yeast, baked"
50062,4,PROCESSED_MEAT,Sausage,7.0,,REFRIGERATED," smoked links, patties"
50062,5,DIARY,Cream,120.0,,FROZEN, half-and-half
50062,6,DIARY,Kefir (fermented milk),2.0,opened,REFRIGERATED,
50062,7,SHELF_ITEM,Bacon Bits,120.0,opened,SHELF, Imitation
50062,8,DELI_ITEM,Salads,5.0,,REFRIGERATED, vegetable
50062,10,PROCESSED_POULTRY,Pieces covered with broth or gravy,180.0,,FROZEN,
50062,11,DIARY,Eggnog,5.0,,REFRIGERATED, commercial
50062,12,BAKING,Biscuit or pancake mix,119.17,opened,SHELF,
50062,13,SHELF_ITEM,Sugar,730.0,,SHELF, sugar substitutes
50063,1,FISH,Lean fish (pollock,120.0,,FROZEN," ocean perch, rockfish, sea trout)"
50063,2,SHELF_ITEM,Coffee,120.0,,FROZEN, whole beans
50063,3,SHELF_ITEM,Nuts,30.0,opened,FROZEN, jars or cans
50063,4,SHELF_ITEM,Syrup,30.0,unopened,SHELF, genuine or real maple
50063,5,SOY,Soy or rice beverage,120.0,opened,SHELF, Textured soy protein (TSP)
50063,6,BAKERY,Cakes,30.0,,FROZEN, fruit cake
50063,7,PROCESSED_POULTRY,Chicken nuggets,90.0,,FROZEN, patties
50063,8,VEGETABLES,Spinach,30.0,,FROZEN,
50063,9,FISH,Surimi seafood,270.0,,FROZEN,
