OrderId,OrderItemId,TYPE,ITEM,PERIOD,DETAILS,STORAGE,Quantity,ITEM_DESC
20055,10,VEGETABLES,Tomatoes,39.5,,SHELF,145,
20055,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,120, white or wild
20055,12,PROCESSED_POULTRY,Ground turkey or chicken,2.0,,REFRIGERATED,130,
20055,13,VEGETABLES,Celery,30.0,,FROZEN,105,
20055,14,SHELLFISH,Live lobsters,90.0,,FROZEN,115,
20055,15,BAKING,Cornmeal,30.0,opened,REFRIGERATED,115," regular, degerminated"
20055,16,SMOKEDFISH,Salmon,1.0,,REFRIGERATED,145," whitefish, hot smoked"
20055,18,BAKERY,Cakes,7.0,,REFRIGERATED,105, pound cake
20055,19,FRUIT,Papaya,7.0,,REFRIGERATED,140, mango
20055,20,SHELF_ITEM,Baby food,3.0,opened,REFRIGERATED,120," jars or cans, fruits & vegetables"
20055,21,VEGETABLES,Greens,2.0,,REFRIGERATED,130,
20055,22,SHELLFISH,Crab legs,5.0,,REFRIGERATED,100," king, dungeness, snow"
20055,23,VEGETABLES,Brussels sprouts,30.0,,FROZEN,145,
20055,24,SOY,Tofu,150.0,,FROZEN,130,
20055,25,SMOKEDFISH,Herring,60.0,,FROZEN,100,
20055,27,VEGETABLES,Garlic,14.0,,REFRIGERATED,100,
20055,28,VEGETABLES,Peppers,5.0,,REFRIGERATED,140, bell or chile
20055,29,BEVERAGES,Juice in cartons,1.0,opened,REFRIGERATED,120," fruit drinks, punch"
20055,30,PROCESSED_MEAT,Corned beef,7.0,,REFRIGERATED,100, in pouch with pickling juices
20055,31,BAKERY,Muffins,60.0,,FROZEN,115,
20055,33,BAKERY,Bread,120.0,,FROZEN,125," flat (tortillas, pita)"
20055,34,SHELLFISH,Lobster tails,2.0,,REFRIGERATED,115,
20055,35,VEGETABLES,Onions,14.0,,REFRIGERATED,145, Spring or green
20055,36,VEGETABLES,Potatoes,30.0,Cooked and mashed,FROZEN,100,
20055,38,SHELF_ITEM,Coffee,14.0,opened,REFRIGERATED,100," non-vacuum bag ground, in cans"
20055,39,FRUIT,Melons,30.0,Balls,FROZEN,115,
20056,1,DIARY,Cheese,60.0,,REFRIGERATED,125, processed slices
20056,2,DIARY,Eggs,35.0,,REFRIGERATED,130, in shell
20056,3,DIARY,Margarine,30.0,,FROZEN,105,
20056,4,DIARY,Milk,7.0,,REFRIGERATED,135, plain or flavored
20056,5,SOY,Tofu,7.0,,REFRIGERATED,125,
20056,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,140,
20056,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,145," canned (""keep refrigerated"" label)"
20056,8,FRUIT,Apples,2.0,,SHELF,145,
20056,9,FRUIT,Bananas,25.46,,SHELF,105,
20056,10,VEGETABLES,Tomatoes,39.5,,SHELF,115,
20056,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,135, white or wild
20056,12,PROCESSED_POULTRY,Lunch meats,60.0,,FROZEN,135, sealed in package
20056,13,DIARY,Margarine,180.0,,REFRIGERATED,145,
20056,14,DIARY,Eggnog,5.0,,REFRIGERATED,145, commercial
20056,15,DOUGH,Ready-to-bake pie crust,60.0,,FROZEN,115,
20056,16,DELI_ITEM,Cheese,180.0,,FROZEN,120," soft (such as brie, bel paese, goat cheese, fresh mozzarella)"
20056,17,VEGETABLES,Eggplant,240.0,,FROZEN,140,
20056,19,FRESH_MEAT,Beef,30.0,,FROZEN,130," lamb, pork or veal chops, steaks,roasts"
20056,20,DELI_ITEM,Pudding,47.32,unopened,REFRIGERATED,110,
20056,21,VEGETABLES,Cucumbers,5.0,,REFRIGERATED,120,
20056,22,DIARY,Butter,270.0,,FROZEN,125,
20056,23,FRUIT,Bananas,30.0,Whole peeled,FROZEN,100,
20056,24,DELI_ITEM,Cheesecake,90.0,,FROZEN,105,
20056,25,FROZEN_ITEM,Soy crumbles and hotdogs,270.0,,FROZEN,145,
20056,26,SMOKEDFISH,Herring,60.0,,FROZEN,100,
20056,27,FRUIT,Apples,240.0,Cooked,FROZEN,120,
20056,28,PESTO,Pesto or Sala,60.0,,FROZEN,140,
20056,29,VEGETABLES,Beets,1.0,,REFRIGERATED,135,
20056,30,BAKERY,Rolls,7.0,,REFRIGERATED,125," yeast, partially baked"
20056,31,PESTO,Pesto or Sala,60.0,,FROZEN,100,
20056,32,PROCESSED_POULTRY,Fried chicken,120.0,,FROZEN,105,
20056,33,PROCESSED_POULTRY,Lunch meats,60.0,,FROZEN,135, sealed in package
20057,1,DIARY,Cheese,60.0,,REFRIGERATED,75, processed slices
20057,2,DIARY,Eggs,35.0,,REFRIGERATED,75, in shell
20057,3,DIARY,Margarine,30.0,,FROZEN,75,
20057,4,DIARY,Milk,7.0,,REFRIGERATED,69, plain or flavored
20057,5,SOY,Tofu,7.0,,REFRIGERATED,84,
20057,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,66,
20057,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,69," canned (""keep refrigerated"" label)"
20057,8,FRUIT,Apples,2.0,,SHELF,75,
20057,9,FRUIT,Bananas,25.46,,SHELF,84,
20057,10,VEGETABLES,Tomatoes,39.5,,SHELF,84,
20057,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,69, white or wild
20057,12,FROZEN_ITEM,Bagels,14.0,,THAWED,66,
20057,13,PROCESSED_POULTRY,Lunch meats,14.0,,REFRIGERATED,78, sealed in package
20057,14,PROCESSED_MEAT,Ham,4.0,,REFRIGERATED,78," fully cooked, slices or half"
20057,17,BEVERAGES,Juice in cartons,30.0,,FROZEN,69," fruit drinks, punch"
20057,18,PROCESSED_POULTRY,Fried chicken,4.0,,REFRIGERATED,72,
20057,19,FRUIT,Apricots,3.0,,REFRIGERATED,84,
20057,21,PROCESSED_POULTRY,Cooked poultry dishes,4.0,,REFRIGERATED,81,
20057,22,VEGETABLES,Beans,240.0,,FROZEN,75, green or wax
20057,23,FRUIT,Grapes,7.0,,REFRIGERATED,75,
20057,24,VEGETABLES,Corn on the cob,240.0,,FROZEN,69,
20057,25,FRUIT,Coconuts,180.0,Shredded,FROZEN,84,
20057,26,FRUIT,Avocados,4.0,,REFRIGERATED,66,
20057,27,BAKERY,Pies,60.0,,FROZEN,81, pecan
20057,28,DIARY,Cream cheese,14.0,,REFRIGERATED,72,
20057,29,PROCESSED_MEAT,Lunch meats,14.0,,REFRIGERATED,87, sealed in package
20057,30,CONDIMENTS,Olives,14.0,opened,REFRIGERATED,87, black and green
20057,31,COOKIES,Cookies,30.0,opened,FROZEN,81, packaged
20057,32,VEGETABLES,Corn on the cob,2.0,,REFRIGERATED,60,
20057,33,DOUGH,Tube cans of biscuits,60.0,,REFRIGERATED,87," rolls, pizza dough, etc."
20058,1,DIARY,Cheese,60.0,,REFRIGERATED,69, processed slices
20058,2,DIARY,Eggs,35.0,,REFRIGERATED,87, in shell
20058,3,DIARY,Margarine,30.0,,FROZEN,87,
20058,4,DIARY,Milk,7.0,,REFRIGERATED,72, plain or flavored
20058,5,SOY,Tofu,7.0,,REFRIGERATED,78,
20058,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,87,
20058,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,66," canned (""keep refrigerated"" label)"
20058,8,FRUIT,Apples,2.0,,SHELF,78,
20058,9,FRUIT,Bananas,25.46,,SHELF,72,
20058,10,VEGETABLES,Tomatoes,39.5,,SHELF,60,
20058,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,69, white or wild
20058,12,VEGETABLES,Eggplant,4.0,,REFRIGERATED,87,
20058,13,BAKERY,Cakes,30.0,,FROZEN,84, fruit cake
20058,14,DIARY,Eggs,30.0,,FROZEN,63," raw whites, yolks*"
20058,15,BAKERY,Pies,4.0,,REFRIGERATED,60, pumpkin
20058,16,FROZEN_ITEM,Sausages,60.0,,FROZEN,75, uncooked
20058,17,DOUGH,Tube cans of biscuits,60.0,,REFRIGERATED,84," rolls, pizza dough, etc."
20058,18,FROZEN_ITEM,Lobster tails,90.0,,FROZEN,72,
20058,20,FROZEN_ITEM,Sausages,7.0,,THAWED,66, precooked
20058,21,VEGETABLES,Cauliflower,5.0,,REFRIGERATED,87,
20058,22,VEGETABLES,Onions,60.0,,REFRIGERATED,84, dry
20058,23,BAKERY,Pies,2.0,,REFRIGERATED,63, chiffon
20058,24,SHELLFISH,Shucked clams,2.0,,REFRIGERATED,69, mussels and oysters
20058,25,SHELLFISH,Cooked shellfish,90.0,,FROZEN,84, all
20058,26,FISH,Surimi seafood,4.0,,REFRIGERATED,72,
20058,28,DIARY,Cheese,7.0,,REFRIGERATED,72," soft (such as Brie, Bel Paese)"
20058,29,PROCESSED_POULTRY,Ground turkey or chicken,2.0,,REFRIGERATED,63,
20058,30,PROCESSED_MEAT,Hot dogs,14.0,,REFRIGERATED,60, sealed in package
20058,31,SHELF_ITEM,Gravy,2.0,opened,REFRIGERATED,75, jars and cans
20058,32,BAKING,Cornmeal,90.0,opened,REFRIGERATED,78, stone ground or blue
20058,33,SHELF_ITEM,Baby food,2.0,opened,REFRIGERATED,60, formula
20058,34,VEGETABLES,Eggplant,4.0,,REFRIGERATED,69,
20059,1,DIARY,Cheese,60.0,,REFRIGERATED,63, processed slices
20059,2,DIARY,Eggs,35.0,,REFRIGERATED,75, in shell
20059,3,DIARY,Margarine,30.0,,FROZEN,72,
20059,4,DIARY,Milk,7.0,,REFRIGERATED,84, plain or flavored
20059,5,SOY,Tofu,7.0,,REFRIGERATED,75,
20059,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,60,
20059,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,69," canned (""keep refrigerated"" label)"
20059,8,FRUIT,Apples,2.0,,SHELF,78,
20059,9,FRUIT,Bananas,25.46,,SHELF,87,
20059,10,VEGETABLES,Tomatoes,39.5,,SHELF,81,
20059,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,84, white or wild
20059,12,DIARY,Aerosol can,90.0,,REFRIGERATED,81, nondairy topping
20059,13,CRACKERS,Crackers,120.0,opened,FROZEN,87,
20059,14,FRUIT,Kiwi Fruit,4.0,,REFRIGERATED,78,
20059,15,FISH,Lean fish (pollock,120.0,,FROZEN,60," ocean perch, rockfish, sea trout)"
20059,16,VEGETABLES,Spinach,30.0,,FROZEN,81,
20059,17,DIARY,Cream,120.0,,FROZEN,75, half-and-half
20059,18,CONDIMENTS,Salad Dressings,90.0,opened,REFRIGERATED,78," commercial, bottled"
20059,19,PROCESSED_MEAT,Lunch meats,14.0,,REFRIGERATED,60, sealed in package
20059,21,DELI_ITEM,Cheese,28.0,,REFRIGERATED,69," store-sliced, hard cheese such as cheddar or swiss"
20059,22,PROCESSED_MEAT,Ham,60.0,,FROZEN,81, cook before eating
20059,23,VEGETABLES,Beans,4.0,,REFRIGERATED,69, green or wax
20059,24,DOUGH,Cookie dough,60.0,opened,REFRIGERATED,84,
20059,25,DIARY,Cheese,180.0,,FROZEN,78," hard (such as cheddar,  swiss, block parmesan)"
20059,26,FRESH_MEAT,Beef,5.0,,REFRIGERATED,78," lamb, pork or veal chops, steaks,roasts"
20059,27,BAKERY,Cakes,120.0,,FROZEN,66, chocolate
20059,28,VEGETABLES,Squash,30.0,,FROZEN,87, winter
20059,29,SHELF_ITEM,Coffee,120.0,,FROZEN,87, whole beans
20059,30,SHELLFISH,Cooked shellfish,90.0,,FROZEN,66, all
20059,31,PROCESSED_MEAT,Sausage,60.0,,FROZEN,66," smoked links, patties"
20059,32,DOUGH,Cookie dough,60.0,opened,REFRIGERATED,87,
20059,33,FRUIT,Apples,240.0,Cooked,FROZEN,60,
20059,35,DIARY,Kefir (fermented milk),2.0,opened,REFRIGERATED,69,
20060,1,DIARY,Cheese,60.0,,REFRIGERATED,60, processed slices
20060,2,DIARY,Eggs,35.0,,REFRIGERATED,63, in shell
20060,3,DIARY,Margarine,30.0,,FROZEN,72,
20060,4,DIARY,Milk,7.0,,REFRIGERATED,75, plain or flavored
20060,5,SOY,Tofu,7.0,,REFRIGERATED,60,
20060,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,69,
20060,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,63," canned (""keep refrigerated"" label)"
20060,8,FRUIT,Apples,2.0,,SHELF,69,
20060,9,FRUIT,Bananas,25.46,,SHELF,66,
20060,10,VEGETABLES,Tomatoes,39.5,,SHELF,66,
20060,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,60, white or wild
20060,12,BAKERY,Rolls,60.0,,FROZEN,78," filled, meat or vegetables"
20060,13,BAKERY,Doughnuts,7.0,G,REFRIGERATED,60, glazed or cake
20060,14,FROZEN_ITEM,Soy meat substitutes,4.0,,THAWED,66,
20060,15,FISH,Lean fish (cod,240.0,,FROZEN,78," flounder, haddock, halibut, sole, etc.)"
20060,16,VEGETABLES,Turnips,14.0,,REFRIGERATED,66,
20060,17,SOY,Soy or rice beverage,180.0,opened,REFRIGERATED,69," soy flour, full-fat"
20060,18,FRUIT,Pears,4.0,,REFRIGERATED,81, Plums
20060,19,FROZEN_ITEM,Sherbet,120.0,,FROZEN,78, sorbet
20060,20,FROZEN_ITEM,Lobster tails,90.0,,FROZEN,63,
20060,21,BAKERY,Quiche,4.0,,REFRIGERATED,84,
20060,22,DIARY,Dips,14.0,,REFRIGERATED,84, sour cream based
20060,24,VEGETABLES,Bok choy,30.0,,FROZEN,87,
20060,25,PROCESSED_POULTRY,Pieces covered with broth or gravy,180.0,,FROZEN,60,
20060,26,BAKERY,Bread,7.0,,REFRIGERATED,84," flat (tortillas, pita)"
20060,27,DELI_ITEM,Pate,2.0,,REFRIGERATED,87,
20060,28,FRUIT,Apricots,3.0,,REFRIGERATED,72,
20060,29,FROZEN_ITEM,Burritos,60.0,,FROZEN,72, sandwiches
20060,30,VEGETABLES,Asparagus,240.0,,FROZEN,81,
20060,31,BAKERY,Eclairs,4.0,,REFRIGERATED,69, dairy cream filled
20060,32,BAKERY,Rolls,60.0,,FROZEN,63," yeast, baked"
20060,33,BAKERY,Pies,240.0,,FROZEN,72, fruit
20060,34,FRUIT,Peaches,60.0,"Sliced, lemon juice & sugar",FROZEN,84, nectarines
20060,35,PROCESSED_MEAT,Lunch meats,60.0,,FROZEN,81, sealed in package
20060,36,SHELF_ITEM,Rice,180.0,opened,REFRIGERATED,66, white or wild
20061,1,DIARY,Cheese,60.0,,REFRIGERATED,66, processed slices
20061,2,DIARY,Eggs,35.0,,REFRIGERATED,60, in shell
20061,3,DIARY,Margarine,30.0,,FROZEN,60,
20061,4,DIARY,Milk,7.0,,REFRIGERATED,84, plain or flavored
20061,5,SOY,Tofu,7.0,,REFRIGERATED,84,
20061,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,75,
20061,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,69," canned (""keep refrigerated"" label)"
20061,8,FRUIT,Apples,2.0,,SHELF,66,
20061,9,FRUIT,Bananas,25.46,,SHELF,63,
20061,10,VEGETABLES,Tomatoes,39.5,,SHELF,75,
20061,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,87, white or wild
20061,12,PROCESSED_POULTRY,Pieces covered with broth or gravy,2.0,,REFRIGERATED,66,
20061,13,VEGETABLES,Onions,14.0,,REFRIGERATED,75, Spring or green
20061,14,VEGETABLES,Onions,30.0,,FROZEN,78, Spring or green
20061,15,FISH,Cooked fish,60.0,,FROZEN,81, all
20061,16,BAKERY,Pies,7.0,,REFRIGERATED,69, mincemeat
20061,17,SHELF_ITEM,Spaghetti sauce in jars,4.0,opened,REFRIGERATED,78,
20061,18,VEGETABLES,Squash,30.0,,FROZEN,72, winter
20061,19,DIARY,Butter,270.0,,FROZEN,69,
20061,20,SHELLFISH,Shrimp,180.0,,FROZEN,63," scallops, crayfish, squid"
20061,21,SHELF_ITEM,Baby food,3.0,opened,REFRIGERATED,69," jars or cans, fruits & vegetables"
20061,22,SHELF_ITEM,Coffee,14.0,opened,REFRIGERATED,60," non-vacuum bag ground, in cans"
20061,23,DELI_ITEM,Olives,14.0,,REFRIGERATED,72,
20061,24,FROZEN_ITEM,Fish,180.0,,FROZEN,72, breaded
20061,25,VEGETABLES,Turnips,14.0,,REFRIGERATED,63,
20061,26,DIARY,Cream,120.0,,FROZEN,63, half-and-half
20061,27,BAKERY,Pies,60.0,,FROZEN,63, pecan
20061,28,BAKERY,Quiche,60.0,,FROZEN,75,
20061,29,DIARY,Yogurt,1.0,,REFRIGERATED,66,
20061,30,PROCESSED_POULTRY,Chicken nuggets,90.0,,FROZEN,66, patties
20061,31,BAKING,Cornmeal,30.0,opened,REFRIGERATED,84," regular, degerminated"
20062,1,DIARY,Cheese,60.0,,REFRIGERATED,75, processed slices
20062,2,DIARY,Eggs,35.0,,REFRIGERATED,66, in shell
20062,3,DIARY,Margarine,30.0,,FROZEN,78,
20062,4,DIARY,Milk,7.0,,REFRIGERATED,63, plain or flavored
20062,5,SOY,Tofu,7.0,,REFRIGERATED,60,
20062,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,60,
