OrderId,PartnerId,OrderTotal,OrderDate,PartnerName,PartnerGeoLat,PartnerGeoLon
20100,190050,2000,2021-03-01,FoodieLand,-27.49079,153.06798999999998
20101,190050,2000,2021-03-02,FoodieLand,-27.49079,153.06798999999998
20102,190050,2000,2021-03-03,FoodieLand,-27.49079,153.06798999999998
20103,190050,2000,2021-03-04,FoodieLand,-27.49079,153.06798999999998
20104,190050,2000,2021-03-05,FoodieLand,-27.49079,153.06798999999998
20105,190050,2000,2021-03-06,FoodieLand,-27.49079,153.06798999999998
20106,190050,2000,2021-03-07,FoodieLand,-27.49079,153.06798999999998
20107,190050,2000,2021-03-08,FoodieLand,-27.49079,153.06798999999998
20108,190050,2000,2021-03-09,FoodieLand,-27.49079,153.06798999999998
20109,190050,2000,2021-03-10,FoodieLand,-27.49079,153.06798999999998
20110,190050,2000,2021-03-11,FoodieLand,-27.49079,153.06798999999998
20111,190050,2000,2021-03-12,FoodieLand,-27.49079,153.06798999999998
20112,190050,2000,2021-03-13,FoodieLand,-27.49079,153.06798999999998
20113,190050,2000,2021-03-14,FoodieLand,-27.49079,153.06798999999998
20114,190050,2000,2021-03-15,FoodieLand,-27.49079,153.06798999999998
20115,190050,2000,2021-03-16,FoodieLand,-27.49079,153.06798999999998
20116,190050,2000,2021-03-17,FoodieLand,-27.49079,153.06798999999998
20117,190050,2000,2021-03-18,FoodieLand,-27.49079,153.06798999999998
20118,190050,2000,2021-03-19,FoodieLand,-27.49079,153.06798999999998
20119,190050,2000,2021-03-20,FoodieLand,-27.49079,153.06798999999998
20120,190050,2000,2021-03-21,FoodieLand,-27.49079,153.06798999999998
20121,190050,2000,2021-03-22,FoodieLand,-27.49079,153.06798999999998
20122,190050,2000,2021-03-23,FoodieLand,-27.49079,153.06798999999998
20123,190050,2000,2021-03-24,FoodieLand,-27.49079,153.06798999999998
20124,190050,2000,2021-03-25,FoodieLand,-27.49079,153.06798999999998
20125,190050,2000,2021-03-26,FoodieLand,-27.49079,153.06798999999998
20126,190050,2000,2021-03-27,FoodieLand,-27.49079,153.06798999999998
20127,190050,2000,2021-03-28,FoodieLand,-27.49079,153.06798999999998
20128,190050,2000,2021-03-29,FoodieLand,-27.49079,153.06798999999998
20129,190050,2000,2021-03-30,FoodieLand,-27.49079,153.06798999999998
20130,190050,2000,2021-03-31,FoodieLand,-27.49079,153.06798999999998
20131,190050,2000,2021-04-01,FoodieLand,-27.49079,153.06798999999998
20132,190050,2000,2021-04-02,FoodieLand,-27.49079,153.06798999999998
20133,190050,2000,2021-04-03,FoodieLand,-27.49079,153.06798999999998
20134,190050,2000,2021-04-04,FoodieLand,-27.49079,153.06798999999998
20135,190050,2000,2021-04-05,FoodieLand,-27.49079,153.06798999999998
20136,190050,2000,2021-04-06,FoodieLand,-27.49079,153.06798999999998
20137,190050,2000,2021-04-07,FoodieLand,-27.49079,153.06798999999998
20138,190050,2000,2021-04-08,FoodieLand,-27.49079,153.06798999999998
20139,190050,2000,2021-04-09,FoodieLand,-27.49079,153.06798999999998
20051,190051,2000,2021-01-11,LoMarket,-27.538990000000002,153.07429
20052,190051,2000,2021-01-12,LoMarket,-27.538990000000002,153.07429
20053,190051,2000,2021-01-13,LoMarket,-27.538990000000002,153.07429
20054,190051,2000,2021-01-14,LoMarket,-27.538990000000002,153.07429
20055,190051,2000,2021-01-15,LoMarket,-27.538990000000002,153.07429
20056,190051,2000,2021-01-16,LoMarket,-27.538990000000002,153.07429
20057,190051,2000,2021-01-17,LoMarket,-27.538990000000002,153.07429
20058,190051,2000,2021-01-18,LoMarket,-27.538990000000002,153.07429
20059,190051,2000,2021-01-19,LoMarket,-27.538990000000002,153.07429
20060,190051,2000,2021-01-20,LoMarket,-27.538990000000002,153.07429
20061,190051,2000,2021-01-21,LoMarket,-27.538990000000002,153.07429
20062,190051,2000,2021-01-22,LoMarket,-27.538990000000002,153.07429
20063,190051,2000,2021-01-23,LoMarket,-27.538990000000002,153.07429
20064,190051,2000,2021-01-24,LoMarket,-27.538990000000002,153.07429
20065,190051,2000,2021-01-25,LoMarket,-27.538990000000002,153.07429
20066,190051,2000,2021-01-26,LoMarket,-27.538990000000002,153.07429
20067,190051,2000,2021-01-27,LoMarket,-27.538990000000002,153.07429
20068,190051,2000,2021-01-28,LoMarket,-27.538990000000002,153.07429
20069,190051,2000,2021-01-29,LoMarket,-27.538990000000002,153.07429
20070,190051,2000,2021-01-30,LoMarket,-27.538990000000002,153.07429
20071,190051,2000,2021-01-31,LoMarket,-27.538990000000002,153.07429
20072,190051,2000,2021-02-01,LoMarket,-27.538990000000002,153.07429
20073,190051,2000,2021-02-02,LoMarket,-27.538990000000002,153.07429
20074,190051,2000,2021-02-03,LoMarket,-27.538990000000002,153.07429
20075,190051,2000,2021-02-04,LoMarket,-27.538990000000002,153.07429
20076,190051,2000,2021-02-05,LoMarket,-27.538990000000002,153.07429
20077,190051,2000,2021-02-06,LoMarket,-27.538990000000002,153.07429
20078,190051,2000,2021-02-07,LoMarket,-27.538990000000002,153.07429
20079,190051,2000,2021-02-08,LoMarket,-27.538990000000002,153.07429
20080,190051,2000,2021-02-09,LoMarket,-27.538990000000002,153.07429
20081,190051,2000,2021-02-10,LoMarket,-27.538990000000002,153.07429
20082,190051,2000,2021-02-11,LoMarket,-27.538990000000002,153.07429
20083,190051,2000,2021-02-12,LoMarket,-27.538990000000002,153.07429
20084,190051,2000,2021-02-13,LoMarket,-27.538990000000002,153.07429
20085,190051,2000,2021-02-14,LoMarket,-27.538990000000002,153.07429
20086,190051,2000,2021-02-15,LoMarket,-27.538990000000002,153.07429
20087,190051,2000,2021-02-16,LoMarket,-27.538990000000002,153.07429
20088,190051,2000,2021-02-17,LoMarket,-27.538990000000002,153.07429
20089,190051,2000,2021-02-18,LoMarket,-27.538990000000002,153.07429
20090,190051,2000,2021-02-19,LoMarket,-27.538990000000002,153.07429
20091,190051,2000,2021-02-20,LoMarket,-27.538990000000002,153.07429
20092,190051,2000,2021-02-21,LoMarket,-27.538990000000002,153.07429
20093,190051,2000,2021-02-22,LoMarket,-27.538990000000002,153.07429
20094,190051,2000,2021-02-23,LoMarket,-27.538990000000002,153.07429
20095,190051,2000,2021-02-24,LoMarket,-27.538990000000002,153.07429
20096,190051,2000,2021-02-25,LoMarket,-27.538990000000002,153.07429
20097,190051,2000,2021-02-26,LoMarket,-27.538990000000002,153.07429
20098,190051,2000,2021-02-27,LoMarket,-27.538990000000002,153.07429
20099,190051,2000,2021-02-28,LoMarket,-27.538990000000002,153.07429
20100,190051,2000,2021-03-01,LoMarket,-27.538990000000002,153.07429
20101,190051,2000,2021-03-02,LoMarket,-27.538990000000002,153.07429
20102,190051,2000,2021-03-03,LoMarket,-27.538990000000002,153.07429
20103,190051,2000,2021-03-04,LoMarket,-27.538990000000002,153.07429
20104,190051,2000,2021-03-05,LoMarket,-27.538990000000002,153.07429
20105,190051,2000,2021-03-06,LoMarket,-27.538990000000002,153.07429
20106,190051,2000,2021-03-07,LoMarket,-27.538990000000002,153.07429
20107,190051,2000,2021-03-08,LoMarket,-27.538990000000002,153.07429
20108,190051,2000,2021-03-09,LoMarket,-27.538990000000002,153.07429
20109,190051,2000,2021-03-10,LoMarket,-27.538990000000002,153.07429
20110,190051,2000,2021-03-11,LoMarket,-27.538990000000002,153.07429
20111,190051,2000,2021-03-12,LoMarket,-27.538990000000002,153.07429
20112,190051,2000,2021-03-13,LoMarket,-27.538990000000002,153.07429
20113,190051,2000,2021-03-14,LoMarket,-27.538990000000002,153.07429
20114,190051,2000,2021-03-15,LoMarket,-27.538990000000002,153.07429
20115,190051,2000,2021-03-16,LoMarket,-27.538990000000002,153.07429
20116,190051,2000,2021-03-17,LoMarket,-27.538990000000002,153.07429
20117,190051,2000,2021-03-18,LoMarket,-27.538990000000002,153.07429
20118,190051,2000,2021-03-19,LoMarket,-27.538990000000002,153.07429
20119,190051,2000,2021-03-20,LoMarket,-27.538990000000002,153.07429
20120,190051,2000,2021-03-21,LoMarket,-27.538990000000002,153.07429
20121,190051,2000,2021-03-22,LoMarket,-27.538990000000002,153.07429
20122,190051,2000,2021-03-23,LoMarket,-27.538990000000002,153.07429
20123,190051,2000,2021-03-24,LoMarket,-27.538990000000002,153.07429
20124,190051,2000,2021-03-25,LoMarket,-27.538990000000002,153.07429
20125,190051,2000,2021-03-26,LoMarket,-27.538990000000002,153.07429
20126,190051,2000,2021-03-27,LoMarket,-27.538990000000002,153.07429
20127,190051,2000,2021-03-28,LoMarket,-27.538990000000002,153.07429
20128,190051,2000,2021-03-29,LoMarket,-27.538990000000002,153.07429
20129,190051,2000,2021-03-30,LoMarket,-27.538990000000002,153.07429
20130,190051,2000,2021-03-31,LoMarket,-27.538990000000002,153.07429
20131,190051,2000,2021-04-01,LoMarket,-27.538990000000002,153.07429
20132,190051,2000,2021-04-02,LoMarket,-27.538990000000002,153.07429
20133,190051,2000,2021-04-03,LoMarket,-27.538990000000002,153.07429
20134,190051,2000,2021-04-04,LoMarket,-27.538990000000002,153.07429
20135,190051,2000,2021-04-05,LoMarket,-27.538990000000002,153.07429
20136,190051,2000,2021-04-06,LoMarket,-27.538990000000002,153.07429
20137,190051,2000,2021-04-07,LoMarket,-27.538990000000002,153.07429
20138,190051,2000,2021-04-08,LoMarket,-27.538990000000002,153.07429
20139,190051,2000,2021-04-09,LoMarket,-27.538990000000002,153.07429
20051,190052,2000,2021-01-11,Grocertown,-27.54099,153.04838999999998
20052,190052,2000,2021-01-12,Grocertown,-27.54099,153.04838999999998
20053,190052,2000,2021-01-13,Grocertown,-27.54099,153.04838999999998
20054,190052,2000,2021-01-14,Grocertown,-27.54099,153.04838999999998
20055,190052,2000,2021-01-15,Grocertown,-27.54099,153.04838999999998
20056,190052,2000,2021-01-16,Grocertown,-27.54099,153.04838999999998
20057,190052,2000,2021-01-17,Grocertown,-27.54099,153.04838999999998
20058,190052,2000,2021-01-18,Grocertown,-27.54099,153.04838999999998
20059,190052,2000,2021-01-19,Grocertown,-27.54099,153.04838999999998
20060,190052,2000,2021-01-20,Grocertown,-27.54099,153.04838999999998
20061,190052,2000,2021-01-21,Grocertown,-27.54099,153.04838999999998
20062,190052,2000,2021-01-22,Grocertown,-27.54099,153.04838999999998
20063,190052,2000,2021-01-23,Grocertown,-27.54099,153.04838999999998
20064,190052,2000,2021-01-24,Grocertown,-27.54099,153.04838999999998
20065,190052,2000,2021-01-25,Grocertown,-27.54099,153.04838999999998
20066,190052,2000,2021-01-26,Grocertown,-27.54099,153.04838999999998
20067,190052,2000,2021-01-27,Grocertown,-27.54099,153.04838999999998
20068,190052,2000,2021-01-28,Grocertown,-27.54099,153.04838999999998
20069,190052,2000,2021-01-29,Grocertown,-27.54099,153.04838999999998
20070,190052,2000,2021-01-30,Grocertown,-27.54099,153.04838999999998
20071,190052,2000,2021-01-31,Grocertown,-27.54099,153.04838999999998
20072,190052,2000,2021-02-01,Grocertown,-27.54099,153.04838999999998
20073,190052,2000,2021-02-02,Grocertown,-27.54099,153.04838999999998
20074,190052,2000,2021-02-03,Grocertown,-27.54099,153.04838999999998
20075,190052,2000,2021-02-04,Grocertown,-27.54099,153.04838999999998
20076,190052,2000,2021-02-05,Grocertown,-27.54099,153.04838999999998
20077,190052,2000,2021-02-06,Grocertown,-27.54099,153.04838999999998
20078,190052,2000,2021-02-07,Grocertown,-27.54099,153.04838999999998
20079,190052,2000,2021-02-08,Grocertown,-27.54099,153.04838999999998
20080,190052,2000,2021-02-09,Grocertown,-27.54099,153.04838999999998
20081,190052,2000,2021-02-10,Grocertown,-27.54099,153.04838999999998
20082,190052,2000,2021-02-11,Grocertown,-27.54099,153.04838999999998
20083,190052,2000,2021-02-12,Grocertown,-27.54099,153.04838999999998
20084,190052,2000,2021-02-13,Grocertown,-27.54099,153.04838999999998
20085,190052,2000,2021-02-14,Grocertown,-27.54099,153.04838999999998
20086,190052,2000,2021-02-15,Grocertown,-27.54099,153.04838999999998
20087,190052,2000,2021-02-16,Grocertown,-27.54099,153.04838999999998
20088,190052,2000,2021-02-17,Grocertown,-27.54099,153.04838999999998
20089,190052,2000,2021-02-18,Grocertown,-27.54099,153.04838999999998
20090,190052,2000,2021-02-19,Grocertown,-27.54099,153.04838999999998
20091,190052,2000,2021-02-20,Grocertown,-27.54099,153.04838999999998
20092,190052,2000,2021-02-21,Grocertown,-27.54099,153.04838999999998
20093,190052,2000,2021-02-22,Grocertown,-27.54099,153.04838999999998
20094,190052,2000,2021-02-23,Grocertown,-27.54099,153.04838999999998
20095,190052,2000,2021-02-24,Grocertown,-27.54099,153.04838999999998
20096,190052,2000,2021-02-25,Grocertown,-27.54099,153.04838999999998
20097,190052,2000,2021-02-26,Grocertown,-27.54099,153.04838999999998
20098,190052,2000,2021-02-27,Grocertown,-27.54099,153.04838999999998
20099,190052,2000,2021-02-28,Grocertown,-27.54099,153.04838999999998
20100,190052,2000,2021-03-01,Grocertown,-27.54099,153.04838999999998
20101,190052,2000,2021-03-02,Grocertown,-27.54099,153.04838999999998
20102,190052,2000,2021-03-03,Grocertown,-27.54099,153.04838999999998
20103,190052,2000,2021-03-04,Grocertown,-27.54099,153.04838999999998
20104,190052,2000,2021-03-05,Grocertown,-27.54099,153.04838999999998
20105,190052,2000,2021-03-06,Grocertown,-27.54099,153.04838999999998
20106,190052,2000,2021-03-07,Grocertown,-27.54099,153.04838999999998
20107,190052,2000,2021-03-08,Grocertown,-27.54099,153.04838999999998
20108,190052,2000,2021-03-09,Grocertown,-27.54099,153.04838999999998
20109,190052,2000,2021-03-10,Grocertown,-27.54099,153.04838999999998
20110,190052,2000,2021-03-11,Grocertown,-27.54099,153.04838999999998
20111,190052,2000,2021-03-12,Grocertown,-27.54099,153.04838999999998
20112,190052,2000,2021-03-13,Grocertown,-27.54099,153.04838999999998
20113,190052,2000,2021-03-14,Grocertown,-27.54099,153.04838999999998
20114,190052,2000,2021-03-15,Grocertown,-27.54099,153.04838999999998
20115,190052,2000,2021-03-16,Grocertown,-27.54099,153.04838999999998
20116,190052,2000,2021-03-17,Grocertown,-27.54099,153.04838999999998
20117,190052,2000,2021-03-18,Grocertown,-27.54099,153.04838999999998
20118,190052,2000,2021-03-19,Grocertown,-27.54099,153.04838999999998
20119,190052,2000,2021-03-20,Grocertown,-27.54099,153.04838999999998
20120,190052,2000,2021-03-21,Grocertown,-27.54099,153.04838999999998
20121,190052,2000,2021-03-22,Grocertown,-27.54099,153.04838999999998
20122,190052,2000,2021-03-23,Grocertown,-27.54099,153.04838999999998
20123,190052,2000,2021-03-24,Grocertown,-27.54099,153.04838999999998
20124,190052,2000,2021-03-25,Grocertown,-27.54099,153.04838999999998
20125,190052,2000,2021-03-26,Grocertown,-27.54099,153.04838999999998
20126,190052,2000,2021-03-27,Grocertown,-27.54099,153.04838999999998
20127,190052,2000,2021-03-28,Grocertown,-27.54099,153.04838999999998
20128,190052,2000,2021-03-29,Grocertown,-27.54099,153.04838999999998
20129,190052,2000,2021-03-30,Grocertown,-27.54099,153.04838999999998
20130,190052,2000,2021-03-31,Grocertown,-27.54099,153.04838999999998
20131,190052,2000,2021-04-01,Grocertown,-27.54099,153.04838999999998
20132,190052,2000,2021-04-02,Grocertown,-27.54099,153.04838999999998
20133,190052,2000,2021-04-03,Grocertown,-27.54099,153.04838999999998
20134,190052,2000,2021-04-04,Grocertown,-27.54099,153.04838999999998
20135,190052,2000,2021-04-05,Grocertown,-27.54099,153.04838999999998
20136,190052,2000,2021-04-06,Grocertown,-27.54099,153.04838999999998
20137,190052,2000,2021-04-07,Grocertown,-27.54099,153.04838999999998
20138,190052,2000,2021-04-08,Grocertown,-27.54099,153.04838999999998
20139,190052,2000,2021-04-09,Grocertown,-27.54099,153.04838999999998
